,Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos,PJ
412,Damián Suárez,uy URU,DF,35-322,16.0,15,1299.0,14.4,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.3,0.3,0.8,1.2,20.0,58.0,47.0,0.0,0.14,0.14,0.0,0.14,0.02,0.06,0.08,0.02,0.08,Partidos,
413,Juanmi Latasa,es ESP,DL,22-357,24.0,13,1228.0,13.6,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,2.9,2.9,1.0,3.8,7.0,15.0,60.0,0.15,0.0,0.15,0.15,0.15,0.21,0.07,0.28,0.21,0.28,Partidos,
414,Iglesias,es ESP,"DF,DL",25-255,20.0,13,1208.0,13.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.6,1.2,14.0,39.0,44.0,0.0,0.15,0.15,0.0,0.15,0.04,0.05,0.09,0.04,0.09,Partidos,
415,Domingos Duarte,pt POR,DF,29-004,14.0,11,906.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.3,0.3,0.1,0.4,7.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Partidos,
416,Carles Aleñá,es ESP,"CC,DL",26-069,22.0,9,851.0,9.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.1,1.1,1.3,2.5,8.0,15.0,35.0,0.11,0.11,0.21,0.11,0.21,0.12,0.14,0.26,0.12,0.26,Partidos,
417,Carmona,es ESP,"CC,DF",22-045,20.0,9,751.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.4,0.4,0.6,1.0,15.0,17.0,31.0,0.12,0.12,0.24,0.12,0.24,0.04,0.08,0.12,0.04,0.12,Partidos,
418,Stefan Mitrović,rs SRB,DF,33-297,11.0,9,699.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.1,0.3,0.4,4.0,19.0,2.0,0.13,0.0,0.13,0.13,0.13,0.01,0.04,0.05,0.01,0.05,Partidos,
419,Jordi,es ESP,CC,23-069,9.0,5,473.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.5,1.8,6.0,10.0,24.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,0.34,0.24,0.34,Partidos,
420,Mauro Arambarri,uy URU,CC,28-166,7.0,3,339.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.6,2.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,Partidos,
421,Ilaix Moriba,gn GUI,CC,21-055,5.0,3,238.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
422,Óscar Rodríguez Arnaiz,es ESP,"CC,DL",25-260,15.0,2,370.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.6,0.6,0.4,1.0,5.0,29.0,20.0,0.24,0.0,0.24,0.24,0.24,0.15,0.09,0.24,0.15,0.24,Partidos,
423,Jesús Santiago,es ESP,CC,19-294,5.0,2,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,2.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Partidos,
424,Enes Ünal,tr TUR,"DL,CC",26-309,3.0,1,140.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,2.0,1.0,7.0,0.0,0.64,0.64,0.0,0.64,0.06,0.24,0.3,0.06,0.3,Partidos,
425,Fabrizio Angileri,ar ARG,"DF,CC",29-365,8.0,1,101.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.2,0.2,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.19,0.0,0.19,Partidos,
426,Portu,es ESP,DL,31-298,3.0,0,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.3,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.15,0.14,0.29,0.15,0.29,Partidos,
427,Anthony Lozano,hn HON,"CC,DL",30-324,6.0,0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.4,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.18,0.25,0.43,0.18,0.43,Partidos,
428,Santiago García,,DL,22-198,1.0,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
429,Gorka Rivera Alonso,es ESP,DF,19-226,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
430,Nabil Aberdin,fr FRA,DF,21-204,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
431,Jorge Benito,es ESP,PO,18-073,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
432,Facundo Esnáider,es ESP,CC,,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
433,Daniel Fuzato,br BRA,PO,26-254,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
434,Sergio Gimeno,es ESP,DF,22-294,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
435,Alejandro Herranz,es ESP,DF,19-109,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
436,John Joe,ie IRL,CC,20-142,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
437,Djordjije Medenica,es ESP,PO,17-118,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
438,Total del equipo,,,28.3,28.0,308,2520.0,28.0,36.0,23.0,59.0,30.0,6.0,6.0,104.0,9.0,33.6,28.9,19.1,48.0,315.0,821.0,806.0,1.29,0.82,2.11,1.07,1.89,1.2,0.68,1.88,1.03,1.72,,
439,Total del oponente,,,27.8,28.0,308,2520.0,28.0,42.0,28.0,70.0,38.0,4.0,6.0,68.0,7.0,40.7,36.0,29.2,65.2,458.0,1011.0,996.0,1.5,1.0,2.5,1.36,2.36,1.46,1.04,2.5,1.29,2.33,,
440,Antonio Sivera,es ESP,PO,27-216,28.0,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
441,Ander Guevara,es ESP,CC,26-251,27.0,27,2379.0,26.4,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.7,0.7,0.8,1.4,52.0,166.0,32.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.05,Partidos,
442,Luis Rioja,es ESP,"DL,CC",30-150,28.0,27,2194.0,24.4,4.0,4.0,8.0,1.0,3.0,3.0,3.0,0.0,5.0,2.6,3.7,6.3,61.0,67.0,149.0,0.16,0.16,0.33,0.04,0.21,0.2,0.15,0.36,0.11,0.26,Partidos,
443,Andoni Gorosabel,es ESP,DF,27-223,27.0,26,2305.0,25.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.7,0.7,0.8,1.5,51.0,97.0,105.0,0.04,0.0,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,Partidos,
444,Jon Guridi,es ESP,CC,29-015,27.0,26,2016.0,22.4,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,2.4,2.4,3.0,5.4,22.0,94.0,74.0,0.0,0.18,0.18,0.0,0.18,0.11,0.13,0.24,0.11,0.24,Partidos,
445,Rafa Marín,es ESP,DF,21-300,25.0,21,1821.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.4,0.4,0.3,0.7,9.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Partidos,
446,Antonio Blanco,es ESP,CC,23-235,25.0,21,1752.0,19.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8,0.8,0.9,1.7,16.0,101.0,17.0,0.0,0.05,0.05,0.0,0.05,0.04,0.05,0.09,0.04,0.09,Partidos,
447,Abdel Abqar,ma MAR,DF,25-004,19.0,19,1637.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.3,0.3,0.0,0.4,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Partidos,
448,Javi López,es ESP,DF,22-073,24.0,17,1691.0,18.8,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,3.0,3.5,47.0,68.0,91.0,0.0,0.16,0.16,0.0,0.16,0.03,0.16,0.19,0.03,0.19,Partidos,
449,Samuel Omorodion,es ESP,DL,19-314,26.0,17,1543.0,17.1,8.0,1.0,9.0,8.0,0.0,0.0,4.0,0.0,9.7,9.7,1.2,10.9,27.0,11.0,90.0,0.47,0.06,0.52,0.47,0.52,0.57,0.07,0.63,0.57,0.63,Partidos,
450,Rubén Duarte,es ESP,DF,28-148,22.0,16,1436.0,16.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.6,0.6,1.1,1.7,14.0,62.0,30.0,0.13,0.0,0.13,0.13,0.13,0.04,0.07,0.11,0.04,0.11,Partidos,
451,Alex Sola,es ESP,"DL,CC",24-279,23.0,12,1051.0,11.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.5,1.5,1.9,3.4,36.0,32.0,86.0,0.0,0.17,0.17,0.0,0.17,0.13,0.16,0.29,0.13,0.29,Partidos,
452,Aleksandar Sedlar,rs SRB,DF,32-092,11.0,11,946.0,10.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.1,0.3,6.0,26.0,1.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,Partidos,
453,Kiké,es ESP,"DL,CC",34-110,25.0,10,1005.0,11.2,3.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,5.6,4.8,1.3,6.1,13.0,22.0,76.0,0.27,0.0,0.27,0.27,0.27,0.5,0.12,0.62,0.43,0.55,Partidos,
454,Abderrahman Rebbach,dz ALG,"DL,CC",25-216,19.0,6,634.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,1.5,2.3,30.0,13.0,66.0,0.14,0.0,0.14,0.14,0.14,0.11,0.21,0.32,0.11,0.32,Partidos,
455,Ianis Hagi,ro ROU,"CC,DL",25-144,17.0,6,579.0,6.4,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.6,1.8,1.4,3.2,13.0,25.0,47.0,0.0,0.16,0.16,0.0,0.16,0.41,0.21,0.62,0.29,0.5,Partidos,
456,Carlos Benavídez,uy URU,CC,25-350,21.0,5,670.0,7.4,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.2,0.7,7.0,39.0,3.0,0.13,0.13,0.27,0.13,0.27,0.07,0.03,0.1,0.07,0.1,Partidos,
457,Nahuel Tenaglia,ar ARG,DF,28-022,17.0,5,556.0,6.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.5,9.0,17.0,9.0,0.16,0.0,0.16,0.16,0.16,0.07,0.01,0.09,0.07,0.09,Partidos,
458,Carlos Vicente,es ESP,"DL,CC",24-326,9.0,4,485.0,5.4,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,1.1,2.0,9.0,10.0,35.0,0.0,0.37,0.37,0.0,0.37,0.17,0.2,0.37,0.17,0.37,Partidos,
459,Xeber,es ESP,"DL,CC",26-262,9.0,3,273.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.0,5.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.12,0.2,0.32,0.12,0.32,Partidos,
460,Miguel,es ESP,"DL,CC",24-193,3.0,1,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Partidos,
461,Giuliano Simeone,ar ARG,DL,21-087,5.0,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
462,Mamadou Sylla,sn SEN,"DL,CC",29-360,2.0,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
463,Jon Karrikaburu,es ESP,"CC,DL",21-177,2.0,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
464,Tomás Mendes,es ESP,CC,19-114,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
465,Unai Ropero,es ESP,CC,22-115,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
466,Joaquín Panichelli,ar ARG,DL,21-159,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
467,Victor Parada,es ESP,"DL,CC",21-345,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,
468,Selu Diallo,es ESP,CC,20-165,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
469,George Gagua,ge GEO,DL,22-156,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
470,Gaizka García,es ESP,PO,19-026,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
471,Joseda,es ESP,DF,23-052,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
472,Nikola Maraš,rs SRB,DF,28-086,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
473,Rubén Montero,es ESP,PO,18-199,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
474,Egoitz Muñoz,es ESP,DF,19-073,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
475,Eneko Ortiz,es ESP,CC,20-293,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
476,Jesús Owono,gq EQG,PO,23-013,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
477,Adrian Rodriguez,es ESP,PO,23-093,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
478,Ander Sánchez,es ESP,CC,20-050,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,
479,Total del equipo,,,26.4,28.0,308,2520.0,28.0,23.0,19.0,42.0,20.0,3.0,5.0,56.0,1.0,34.1,30.1,22.8,53.0,437.0,958.0,952.0,0.82,0.68,1.5,0.71,1.39,1.22,0.82,2.03,1.08,1.89,,
480,Total del oponente,,,28.1,28.0,308,2520.0,28.0,31.0,19.0,50.0,24.0,7.0,7.0,77.0,6.0,33.0,27.5,21.1,48.6,538.0,1110.0,1094.0,1.11,0.68,1.79,0.86,1.54,1.18,0.75,1.93,0.98,1.74,,
481,Lucas Ocampos,ar ARG,"DL,CC",29-247,,24,2072.0,23.0,4.0,2.0,6.0,3.0,1.0,1.0,4.0,0.0,4.2,3.4,2.7,6.1,90.0,80.0,222.0,0.17,0.09,0.26,0.13,0.22,0.18,0.12,0.3,0.15,0.26,Partidos,25.0
482,Loïc Bade,fr FRA,DF,23-338,,19,1620.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.7,0.7,0.3,1.0,8.0,60.0,1.0,0.0,0.06,0.06,0.0,0.06,0.04,0.02,0.06,0.04,0.06,Partidos,20.0
483,Youssef En-Nesyri,ma MAR,DL,26-287,,18,1710.0,19.0,9.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,6.4,6.4,1.2,7.6,9.0,10.0,58.0,0.47,0.05,0.53,0.47,0.53,0.34,0.06,0.4,0.34,0.4,Partidos,23.0
484,Sergio Ramos,es ESP,DF,37-350,,18,1617.0,18.0,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,1.1,1.1,0.0,1.2,6.0,60.0,2.0,0.11,0.0,0.11,0.11,0.11,0.06,0.0,0.06,0.06,0.06,Partidos,18.0
485,Djibril Sow,ch SUI,CC,27-037,,18,1450.0,16.1,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,1.5,1.5,0.8,2.3,25.0,73.0,44.0,0.06,0.06,0.12,0.06,0.12,0.09,0.05,0.14,0.09,0.14,Partidos,23.0
486,Jesús Navas,es ESP,DF,38-114,,18,1439.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.1,0.1,0.8,0.9,35.0,81.0,105.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Partidos,21.0
487,Boubakary Soumaré,fr FRA,CC,25-016,,17,1477.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.1,0.1,17.0,69.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Partidos,19.0
488,Ivan Rakitić,hr CRO,CC,36-004,,16,1425.0,15.8,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.3,1.3,3.0,4.3,24.0,127.0,52.0,0.13,0.06,0.19,0.13,0.19,0.08,0.19,0.27,0.08,0.27,Partidos,18.0
489,Nemanja Gudelj,rs SRB,DF,32-119,,16,1396.0,15.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,0.3,1.1,20.0,64.0,4.0,0.06,0.0,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,Partidos,17.0
490,Óliver Torres,es ESP,CC,29-125,,14,1295.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,2.1,2.6,37.0,83.0,95.0,0.0,0.07,0.07,0.0,0.07,0.03,0.15,0.18,0.03,0.18,Partidos,23.0
491,Ørjan Nyland,no NOR,PO,33-186,,14,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,14.0
492,Adrià Pedrosa,es ESP,DF,25-306,,13,1478.0,16.4,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,1.8,2.4,31.0,58.0,94.0,0.06,0.24,0.3,0.06,0.3,0.03,0.11,0.15,0.03,0.15,Partidos,24.0
493,Suso,es ESP,"CC,DL",30-116,,13,1220.0,13.6,1.0,3.0,4.0,1.0,0.0,0.0,4.0,1.0,1.2,1.2,3.4,4.6,38.0,95.0,96.0,0.07,0.22,0.3,0.07,0.3,0.09,0.25,0.34,0.09,0.34,Partidos,23.0
494,Marko Dmitrović,rs SRB,PO,32-050,,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,13.0
495,Kike Salas,es ESP,DF,21-326,,11,910.0,10.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.6,0.6,0.3,0.9,6.0,42.0,11.0,0.2,0.0,0.2,0.2,0.2,0.06,0.03,0.09,0.06,0.09,Partidos,14.0
496,Marcos Acuña,ar ARG,DF,32-138,,11,733.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.5,0.8,17.0,40.0,22.0,0.0,0.12,0.12,0.0,0.12,0.03,0.07,0.09,0.03,0.09,Partidos,13.0
497,Juanlu Sánchez,es ESP,DF,20-212,,10,1021.0,11.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,1.0,1.5,39.0,45.0,94.0,0.0,0.18,0.18,0.0,0.18,0.04,0.09,0.13,0.04,0.13,Partidos,20.0
498,Dodi Lukebakio,be BEL,DL,26-172,,9,759.0,8.4,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,2.8,2.8,0.4,3.3,30.0,23.0,87.0,0.36,0.12,0.47,0.36,0.47,0.34,0.05,0.39,0.34,0.39,Partidos,13.0
499,Isaac Bernal,es ESP,DL,23-301,,9,691.0,7.7,3.0,4.0,7.0,3.0,0.0,0.0,1.0,0.0,,,,,,,,0.39,0.52,0.91,0.39,0.91,,,,,,Partidos,9.0
500,Fernando,br BRA,CC,36-233,,5,459.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,5.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Partidos,8.0
501,Érik Lamela,ar ARG,"DL,CC",32-010,,4,381.0,4.2,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.9,0.9,0.9,1.8,8.0,15.0,24.0,0.47,0.0,0.47,0.47,0.47,0.21,0.21,0.42,0.21,0.42,Partidos,9.0
502,Joan Jordán,es ESP,CC,29-252,,4,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Partidos,5.0
503,Rafa Mir,es ESP,"DL,CC",26-270,,3,391.0,4.3,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,0.3,1.7,3.0,2.0,16.0,0.46,0.0,0.46,0.46,0.46,0.33,0.07,0.39,0.33,0.39,Partidos,15.0
504,Marcão,br BRA,DF,27-283,,3,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Partidos,6.0
505,Mariano,do DOM,DL,30-226,,2,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,3.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.38,0.03,0.41,0.38,0.41,Partidos,6.0
506,Tanguy Nianzou,fr FRA,DF,21-281,,2,211.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Partidos,6.0
507,Lucien Agoume,fr FRA,CC,22-034,,2,153.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,Partidos,3.0
508,Hannibal Mejbri,tn TUN,CC,21-053,,1,91.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.23,0.01,0.23,Partidos,4.0
509,Yassine Bounou,ma MAR,PO,32-344,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,1.0
510,Adnan Januzaj,be BEL,"DL,CC",29-038,,0,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,1.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.28,0.02,0.3,0.28,0.3,Partidos,8.0
511,Diego Iturralde,es ESP,DF,20-333,,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,1.0
512,Alejo Véliz,ar ARG,DL,20-177,,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Partidos,3.0
513,Manuel Sebastián,es ESP,CC,19-231,,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.11,Partidos,2.0
514,Jesús Corona,mx MEX,"CC,DF",31-068,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,2.0
515,Federico Gattoni,ar ARG,"DF,DL",25-027,,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partidos,2.0
516,Matías Árbol,es ESP,PO,21-184,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
517,Miguel Capitas,es ESP,CC,23-008,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
518,Lulo Dasilva,es ESP,CC,21-162,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
519,Darío Fuentes,es ESP,DF,21-062,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
520,Papu Gómez,ar ARG,"DL,CC",36-028,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
521,Stanis Idumbo,be BEL,CC,18-259,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
522,Alberto López,es ESP,PO,20-125,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partidos,0.0
