,Jugador,País,Posc,Edad,90 s,Toques,Def. pen.,3.º def.,3.º cent.,3.º ataq.,Ataq. pen.,Balón vivo,Att,Succ,Exitosa%,Tkld,Tkld%,Transportes,Dist. tot.,Dist. prg.,PrgC,1/3,TAP,Errores de control,Des,Rec,PrgR,Partidos
563,Matias Arezo,uy URU,DL,21-114,2.3,63.0,4.0,7.0,33.0,25.0,8.0,63.0,0.0,0.0,,0.0,,28.0,150.0,66.0,2.0,1.0,2.0,5.0,3.0,38.0,7.0,Partidos
564,Víctor Díaz,es ESP,"DF,CC",35-276,1.8,93.0,8.0,57.0,35.0,2.0,1.0,93.0,1.0,1.0,100.0,0.0,0.0,39.0,148.0,85.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,Partidos
565,Faitout Maouassa,fr FRA,"DF,CC",25-252,1.8,97.0,3.0,23.0,27.0,48.0,4.0,97.0,2.0,1.0,50.0,0.0,0.0,44.0,291.0,181.0,8.0,5.0,2.0,6.0,1.0,47.0,10.0,Partidos
566,Jesús Vallejo,es ESP,DF,27-069,1.2,98.0,7.0,44.0,51.0,3.0,0.0,98.0,1.0,1.0,100.0,0.0,0.0,54.0,257.0,157.0,1.0,0.0,0.0,2.0,0.0,71.0,0.0,Partidos
567,Kamil Jóźwiak,pl POL,CC,25-327,1.1,37.0,2.0,7.0,14.0,17.0,4.0,37.0,2.0,0.0,0.0,2.0,100.0,16.0,53.0,20.0,0.0,0.0,0.0,1.0,1.0,23.0,7.0,Partidos
568,Samuel Omorodion,es ESP,DL,19-314,0.9,24.0,0.0,0.0,14.0,10.0,5.0,24.0,0.0,0.0,,0.0,,14.0,50.0,7.0,0.0,0.0,0.0,2.0,0.0,17.0,3.0,Partidos
569,Njegoš Petrović,rs SRB,"CC,DL",24-240,1.7,108.0,6.0,20.0,59.0,31.0,1.0,108.0,5.0,3.0,60.0,2.0,40.0,67.0,340.0,163.0,3.0,1.0,0.0,5.0,0.0,69.0,3.0,Partidos
570,Famara Diedhiou,sn SEN,"DL,CC",31-090,1.0,68.0,5.0,7.0,20.0,41.0,10.0,68.0,5.0,4.0,80.0,1.0,20.0,40.0,241.0,99.0,5.0,3.0,2.0,12.0,2.0,53.0,19.0,Partidos
571,Shon Weissman,il ISR,DL,28-029,0.9,28.0,1.0,1.0,13.0,14.0,3.0,28.0,2.0,1.0,50.0,1.0,50.0,14.0,70.0,45.0,1.0,1.0,0.0,2.0,0.0,14.0,1.0,Partidos
572,Theo Corbeanu,ca CAN,CC,21-302,0.5,35.0,1.0,6.0,13.0,17.0,3.0,35.0,2.0,0.0,0.0,2.0,100.0,24.0,168.0,90.0,3.0,1.0,0.0,1.0,0.0,22.0,4.0,Partidos
573,Adri Bosch,es ESP,DF,22-279,0.3,17.0,2.0,10.0,8.0,0.0,0.0,17.0,0.0,0.0,,0.0,,8.0,86.0,43.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,Partidos
574,Alberto Soro,es ESP,CC,25-005,0.1,5.0,0.0,0.0,1.0,4.0,1.0,5.0,0.0,0.0,,0.0,,3.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,Partidos
575,Alberto Perea,es ESP,"CC,DL",33-086,0.0,8.0,0.0,1.0,3.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,Partidos
576,Total del equipo,,,27.4,27.0,14539.0,1741.0,5671.0,6191.0,2856.0,484.0,14533.0,507.0,233.0,46.0,233.0,46.0,8089.0,42934.0,21529.0,388.0,301.0,82.0,401.0,206.0,8810.0,720.0,
577,Total del oponente,,,27.8,27.0,16658.0,1487.0,4821.0,7707.0,4283.0,583.0,16654.0,458.0,222.0,48.5,193.0,42.1,9530.0,50321.0,26540.0,509.0,382.0,116.0,438.0,244.0,10907.0,1028.0,
578,Luís Maximiano,pt POR,PO,25-069,25.0,1003.0,803.0,989.0,14.0,0.0,0.0,1003.0,3.0,3.0,100.0,0.0,0.0,518.0,2696.0,1621.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,Partidos
579,Édgar González,es ESP,"DF,CC",26-348,22.1,1271.0,206.0,695.0,536.0,47.0,20.0,1271.0,9.0,6.0,66.7,2.0,22.2,645.0,2912.0,1544.0,4.0,4.0,0.0,10.0,3.0,783.0,4.0,Partidos
580,Adri Embarba,es ESP,"DL,CC",31-312,19.1,937.0,14.0,140.0,360.0,453.0,43.0,937.0,90.0,35.0,38.9,49.0,54.4,542.0,3679.0,1781.0,74.0,39.0,17.0,48.0,25.0,590.0,123.0,Partidos
581,Lucas Robertone,ar ARG,CC,26-362,18.6,1194.0,43.0,278.0,694.0,242.0,14.0,1194.0,15.0,6.0,40.0,6.0,40.0,631.0,3033.0,1509.0,28.0,20.0,4.0,23.0,9.0,713.0,29.0,Partidos
582,Dion Lopy,sn SEN,CC,22-041,19.1,984.0,63.0,281.0,577.0,144.0,8.0,984.0,45.0,28.0,62.2,14.0,31.1,576.0,3755.0,1554.0,23.0,20.0,2.0,19.0,15.0,606.0,18.0,Partidos
583,Sergio Arribas,es ESP,"CC,DL",22-166,19.5,814.0,11.0,101.0,378.0,347.0,66.0,814.0,41.0,12.0,29.3,27.0,65.9,440.0,2363.0,1276.0,44.0,28.0,9.0,33.0,14.0,506.0,79.0,Partidos
584,Sergio Akieme,es ESP,DF,26-089,18.6,959.0,54.0,338.0,420.0,216.0,20.0,959.0,40.0,21.0,52.5,18.0,45.0,498.0,2520.0,1141.0,27.0,23.0,2.0,15.0,16.0,525.0,72.0,Partidos
585,Juan Brandáriz,es ESP,DF,25-012,18.5,1013.0,142.0,546.0,422.0,51.0,7.0,1013.0,4.0,3.0,75.0,1.0,25.0,571.0,2681.0,1419.0,9.0,8.0,0.0,10.0,3.0,644.0,4.0,Partidos
586,Iddrisu Baba,gh GHA,CC,28-052,15.3,803.0,45.0,246.0,510.0,57.0,4.0,803.0,18.0,13.0,72.2,3.0,16.7,452.0,2161.0,829.0,1.0,3.0,0.0,15.0,7.0,473.0,4.0,Partidos
587,Largie Ramazani,be BEL,"DL,CC",23-016,14.7,477.0,8.0,72.0,209.0,217.0,52.0,477.0,65.0,25.0,38.5,35.0,53.8,324.0,2619.0,1472.0,49.0,36.0,21.0,38.0,29.0,337.0,83.0,Partidos
588,Léo Baptistão,br BRA,DL,31-201,13.6,497.0,19.0,69.0,254.0,179.0,45.0,497.0,14.0,5.0,35.7,8.0,57.1,245.0,1330.0,630.0,15.0,14.0,3.0,24.0,12.0,318.0,54.0,Partidos
589,César Montes,mx MEX,DF,27-019,13.0,768.0,93.0,406.0,331.0,35.0,16.0,768.0,1.0,1.0,100.0,0.0,0.0,408.0,2116.0,1317.0,6.0,4.0,0.0,6.0,1.0,494.0,2.0,Partidos
590,Pubill,es ESP,DF,20-268,12.2,742.0,67.0,256.0,318.0,177.0,14.0,742.0,41.0,20.0,48.8,15.0,36.6,357.0,2104.0,1165.0,33.0,30.0,4.0,15.0,5.0,392.0,48.0,Partidos
591,Gonzalo Melero,es ESP,"CC,DL",30-072,10.3,477.0,16.0,74.0,291.0,116.0,27.0,477.0,15.0,6.0,40.0,8.0,53.3,280.0,1496.0,796.0,21.0,8.0,3.0,23.0,12.0,333.0,31.0,Partidos
592,Alejandro Pozo Pozo,es ESP,"DF,CC",25-021,9.4,615.0,26.0,160.0,290.0,166.0,7.0,615.0,12.0,1.0,8.3,10.0,83.3,305.0,1361.0,674.0,20.0,14.0,2.0,13.0,3.0,356.0,58.0,Partidos
593,Luis Javier Suárez,co COL,"DL,CC",26-103,8.0,244.0,7.0,23.0,107.0,119.0,47.0,243.0,13.0,7.0,53.8,6.0,46.2,147.0,1133.0,573.0,26.0,10.0,14.0,21.0,7.0,166.0,40.0,Partidos
594,Álex Centelles,es ESP,DF,26-127,5.9,400.0,24.0,141.0,168.0,94.0,6.0,400.0,5.0,2.0,40.0,3.0,60.0,179.0,815.0,444.0,10.0,8.0,3.0,4.0,1.0,212.0,25.0,Partidos
595,Kaiky,br BRA,DF,20-062,5.8,317.0,50.0,175.0,137.0,6.0,4.0,317.0,4.0,3.0,75.0,1.0,25.0,182.0,1023.0,683.0,4.0,0.0,0.0,1.0,0.0,200.0,1.0,Partidos
596,Aleksandar Radovanović,rs SRB,DF,30-124,4.8,202.0,56.0,137.0,62.0,3.0,2.0,202.0,1.0,0.0,0.0,1.0,100.0,77.0,257.0,68.0,0.0,0.0,0.0,2.0,0.0,100.0,1.0,Partidos
597,Anthony Lozano,hn HON,DL,30-324,4.1,123.0,8.0,12.0,64.0,47.0,9.0,123.0,12.0,3.0,25.0,8.0,66.7,69.0,383.0,108.0,5.0,5.0,1.0,14.0,10.0,95.0,14.0,Partidos
598,Houboulang Mendes,gw GNB,DF,25-315,4.4,236.0,21.0,94.0,117.0,27.0,1.0,236.0,7.0,2.0,28.6,3.0,42.9,83.0,389.0,175.0,5.0,4.0,0.0,8.0,4.0,89.0,6.0,Partidos
599,Jonathan Viera,es ESP,CC,34-145,3.2,179.0,2.0,21.0,90.0,70.0,4.0,179.0,5.0,1.0,20.0,4.0,80.0,116.0,478.0,313.0,10.0,9.0,1.0,4.0,2.0,142.0,7.0,Partidos
600,Bruno Langa,mz MOZ,DF,26-135,3.0,181.0,20.0,83.0,75.0,23.0,2.0,181.0,4.0,2.0,50.0,2.0,50.0,73.0,308.0,148.0,2.0,3.0,0.0,1.0,1.0,81.0,4.0,Partidos
601,Arnau Puigmal,es ESP,"DL,DF",23-064,2.8,122.0,2.0,20.0,56.0,48.0,2.0,122.0,7.0,2.0,28.6,4.0,57.1,76.0,437.0,210.0,4.0,3.0,0.0,7.0,2.0,78.0,17.0,Partidos
602,Luka Romero,ar ARG,DL,19-117,2.4,116.0,3.0,23.0,51.0,43.0,4.0,116.0,9.0,2.0,22.2,6.0,66.7,71.0,336.0,134.0,4.0,7.0,1.0,13.0,2.0,81.0,13.0,Partidos
603,Lázaro,br BRA,"DL,CC",22-002,3.2,152.0,2.0,19.0,64.0,69.0,14.0,152.0,16.0,5.0,31.3,10.0,62.5,89.0,547.0,224.0,5.0,3.0,2.0,11.0,5.0,100.0,34.0,Partidos
604,Ibrahima Koné,ml MLI,DL,24-272,2.9,79.0,5.0,7.0,40.0,34.0,7.0,79.0,4.0,1.0,25.0,2.0,50.0,41.0,166.0,73.0,3.0,1.0,2.0,7.0,1.0,54.0,15.0,Partidos
605,Fernando,es ESP,PO,33-278,2.0,88.0,65.0,86.0,2.0,0.0,0.0,88.0,0.0,0.0,,0.0,,43.0,279.0,189.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,Partidos
606,Marko Milovanović,rs SRB,"DL,CC",20-223,2.6,79.0,4.0,10.0,42.0,28.0,9.0,79.0,1.0,0.0,0.0,1.0,100.0,41.0,135.0,42.0,1.0,1.0,0.0,6.0,2.0,52.0,11.0,Partidos
607,Srđan Babić,rs SRB,DF,27-327,1.0,69.0,5.0,29.0,38.0,2.0,1.0,69.0,0.0,0.0,,0.0,,44.0,285.0,199.0,1.0,1.0,0.0,0.0,0.0,49.0,0.0,Partidos
608,Diego Mariño,es ESP,PO,33-310,1.0,32.0,26.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,,0.0,,22.0,94.0,53.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,Partidos
609,Marciano Sanca,gw GNB,"DL,CC",20-011,0.5,28.0,0.0,2.0,17.0,9.0,0.0,28.0,0.0,0.0,,0.0,,12.0,87.0,24.0,1.0,1.0,0.0,1.0,1.0,16.0,3.0,Partidos
610,Rachad Fettal,ma MAR,DL,19-058,0.2,,,,,,,,,,,,,,,,,,,,,,,Partidos
611,Total del equipo,,,26.1,28.0,15201.0,1910.0,5565.0,6734.0,3069.0,455.0,15200.0,501.0,215.0,42.9,247.0,49.3,8157.0,43978.0,22388.0,435.0,307.0,91.0,392.0,192.0,9051.0,800.0,
612,Total del oponente,,,27.7,28.0,16986.0,1532.0,4838.0,7826.0,4480.0,749.0,16977.0,487.0,228.0,46.8,208.0,42.7,9534.0,51000.0,26747.0,539.0,414.0,154.0,386.0,268.0,10988.0,1164.0,
